INSEGNA;CLASSIFICAZIONE;INDIRIZZO;MUNICIPIO;TIPOLOGIA;SINGOLE;DOPPIE;TRIPLE;QUADRUPLE;QUINTUPLE;SESTUPLE;TOTALE_CAMERE;POSTI_LETTO;UNITA_ABITATIVE;POSTI_LETTO_UNITA_ABITATIVE
DIPENDENZA 2 ROME TIMES HOTEL;4 Stelle;VIA MILANO, 58;Mun. I;Dipendenza alberghiera;0;8;3;0;0;0;11;25;0;0
DIPENDENZA 3 ROME TIMES HOTEL;3 Stelle;VIA MILANO, 58;Mun. I;Dipendenza alberghiera;0;7;2;0;0;0;9;20;0;0
DEPENDANCE DEI MODELLI;3 Stelle;VICOLO DEI MODELLI, 64;Mun. I;Dipendenza alberghiera;1;2;0;0;0;0;3;5;0;0
DIPENDENZA TIMES;3 Stelle;VIA MILANO, 58;Mun. I;Dipendenza alberghiera;;3;3;2;;;8;23;0;0
dipendenza relais 6 via tolmino;4 Stelle;VIA TOLMINO, 4/A;Mun. II;Dipendenza alberghiera;0;2;0;0;0;0;2;4;;
PICASSO;1 Stella;VIA VENEZIA, 25;Mun. I;Dipendenza alberghiera;2;6;0;0;0;0;8;14;;
REGINA GIOVANNA DIPENDENZA;3 Stelle;VIA NAZIONALE, 243;Mun. I;Dipendenza alberghiera;4;3;0;0;0;0;7;10;;
DEPANDANCE TREVI 98;3 Stelle;VICOLO SCANDERBEG, 98;Mun. I;Dipendenza alberghiera;1;6;1;0;0;0;8;16;;
DEPANDANCE LUCCHESI 26;3 Stelle;VIA DEI LUCCHESI, 26;Mun. I;Dipendenza alberghiera;0;1;0;0;0;0;1;2;;
DEPANDANCE LUCCHESI 29;3 Stelle;VIA DEI LUCCHESI, 29;Mun. I;Dipendenza alberghiera;0;1;0;0;0;0;1;2;;
DIPENDENZA HOTEL SANTA MAURA;3 Stelle;VIA CASILINA, 1038;Mun. VI;Dipendenza alberghiera;1;5;0;0;0;0;6;11;;
DEPANDANCE DEI MODELLI 58;3 Stelle;VICOLO DEI MODELLI, 58;Mun. I;Dipendenza alberghiera;0;1;0;0;0;0;1;2;;
HOTEL MASCAGNI - DIPENDENZA;4 Stelle;VIA VITTORIO EMANUELE ORLANDO, 83;Mun. I;Dipendenza alberghiera;0;12;0;0;0;0;12;24;;
I CASALI OC HOTEL - DIPENDENZA;4 Stelle;VIA TIBURTINA, 1356;Mun. IV;Dipendenza alberghiera;6;14;3;0;1;0;24;48;0;0
YES HOTEL DIPENDENZA;3 Stelle;VIA MAGENTA, 19/B;Mun. I;Dipendenza alberghiera;3;4;0;0;0;0;7;11;;
DEPANDANCE DEL SOLE;3 Stelle;VIA DELLA DATARIA, 91;Mun. I;Dipendenza alberghiera;2;2;1;0;0;0;5;9;;
SUISSE HOTEL TREVI COLLECTION;4 Stelle;VIA GREGORIANA, 54;Mun. I;Dipendenza alberghiera;13;6;0;0;0;0;19;25;;
DEPENDANCE H. ESPANA;2 Stelle;VIA LUIGI LUZZATTI, 17;Mun. I;Dipendenza alberghiera;2;2;3;0;0;0;7;15;;
Hotel Stendhal - Dipendenza Renoir;4 Stelle;VIA SISTINA, 4;Mun. I;Dipendenza alberghiera;1;7;3;0;0;0;11;24;;
DEPANDANCE 87 - ONE;4 Stelle;VIA DEL TRITONE, 87;Mun. I;Dipendenza alberghiera;11;7;0;0;0;0;18;25;;
DANIELA 2;3 Stelle;VIA LUIGI LUZZATTI, 33;Mun. I;Dipendenza alberghiera;4;19;0;0;0;0;23;42;0;0
DEPENDANCE TREVI COLLECTION TWO;3 Stelle;VIA FRANCESCO CRISPI, 10;Mun. I;Dipendenza alberghiera;0;10;0;0;0;0;10;20;;
DEPENDANCE 87 - TWO;4 Stelle;VIA DEL TRITONE, 87;Mun. I;Dipendenza alberghiera;2;6;0;1;0;0;9;18;;
DEPENDANCE TREE CHARME;3 Stelle;VIA DELLA MERCEDE, 37;Mun. I;Dipendenza alberghiera;0;2;0;0;0;0;2;4;;
Hotel Stendhal - Dipendenza Monet;4 Stelle;VIA SISTINA, 4;Mun. I;Dipendenza alberghiera;2;4;0;0;0;0;6;10;;
HOTEL ROYAL COURT DEPENDANCE;4 Stelle;VIA MARGHERA, 29;Mun. I;Dipendenza alberghiera;8;4;3;0;0;0;15;25;;
DEPENDANCE TREVI COLLECTION ONE;4 Stelle;VIA DEI DUE MACELLI, 120;Mun. I;Dipendenza alberghiera;2;8;0;0;0;0;10;18;;
SUISSE DUE HOTEL TREVI COLLECTION;4 Stelle;VIA GREGORIANA, 54;Mun. I;Dipendenza alberghiera;0;3;5;1;0;0;9;25;;
NH COLLECTION ROMA VATICANO;4 Stelle;VIA BOEZIO, 12;Mun. I;Dipendenza alberghiera;0;70;0;0;0;0;70;140;;
dipendenza hotel bellavista;3 Stelle;PIAZZALE MAGELLANO, 22;Mun. X;Dipendenza alberghiera;6;15;0;0;0;0;21;36;;
depandance del puttarello;5 Stelle;VICOLO DEL PUTTARELLO, 25;Mun. I;Dipendenza alberghiera;0;1;0;0;0;0;1;2;;
LOCANDA QUIRINALE DIPENDENZA ALBERGO TREVI;3 Stelle;VICOLO DEL BABUCCIO, 18;Mun. I;Dipendenza alberghiera;2;1;0;0;0;0;3;4;;
depandance dei modelli;5 Stelle;VICOLO DEI MODELLI, 67;Mun. I;Dipendenza alberghiera;0;2;0;0;0;0;2;4;;
LA GIOCCA (DIPENDENZA);4 Stelle;VIA SALARIA, 1223;Mun. III;Dipendenza alberghiera;8;17;1;0;0;0;26;45;;
DIPENDENZA HOTEL DEI CONSOLI;3 Stelle;VIA GERMANICO, 66;Mun. I;Dipendenza alberghiera;3;6;3;0;0;0;12;24;0;0
VACANZE A ROMA;Categoria 2;VIA STEFANO LONGANESI, 14;Mun. XI;Guest House o Affittacamere;2;4;0;0;0;0;6;10;0;0
CASA KOTBI;Categoria 3;VIA CONTE VERDE, 16;Mun. I;Guest House o Affittacamere;0;4;1;0;0;0;5;11;0;0
WALTER ROOMS;Categoria 3;VIA CARLO ALBERTO, 24;Mun. I;Guest House o Affittacamere;0;1;3;0;0;0;4;11;0;0
MY GUEST ROMA;Categoria 2;VIALE VENTUNO APRILE, 12;Mun. II;Guest House o Affittacamere;1;4;1;0;0;0;6;12;0;0
FONTANA DI TREVI SUITES;Categoria 2;VIA DEL LAVATORE, 44;Mun. I;Guest House o Affittacamere;0;3;3;0;0;0;6;15;0;0
SIXTYTHREE;Categoria 3;VIA RATTAZZI, 63;Mun. I;Guest House o Affittacamere;1;2;0;0;0;0;3;5;0;0
CANCELLERIA 77;Categoria 3;PIAZZA DELLA CANCELLERIA, 77;Mun. I;Guest House o Affittacamere;2;3;0;0;0;0;5;8;0;0
A ROMA SAN PIETRO BEST BED;Categoria 2;VIA CRESCENZIO, 85;Mun. I;Guest House o Affittacamere;1;2;2;1;0;0;6;15;0;0
LATERANO INN;Categoria 3;VIA LA SPEZIA, 6;Mun. VII;Guest House o Affittacamere;0;4;1;0;0;0;5;11;0;0
SWEET DREAMS;Categoria 2;VIA NAZIONALE, 163;Mun. I;Guest House o Affittacamere;1;3;0;0;0;0;4;7;0;0
THE CENTER OF ROME;Categoria 2;VIA COLA DI RIENZO, 212;Mun. I;Guest House o Affittacamere;1;2;1;0;0;0;4;8;0;0
REGOLA SUITE;Categoria 2;VIA DELLA TRINITA' DEI PELLEGRINI, 20;Mun. I;Guest House o Affittacamere;0;4;0;0;0;0;4;8;0;0
SOFITEL ROME VILLA BORGHESE;5 Stelle;VIA LOMBARDIA, 47;Mun. I;Albergo;15;89;8;0;0;0;112;217;;
ECOHOTEL;3 Stelle;VIA DI BRAVETTA, 91;Mun. XII;Albergo;18;16;0;0;0;0;34;50;;
NOVOTEL ROMA EUR  HOTEL;4 Stelle;VIALE DELL'OCEANO PACIFICO, 153;Mun. IX;Albergo;0;116;0;0;0;0;116;232;;
HOTEL CASALE DEI MASSIMI;2 Stelle;VIA DELLA PISANA, 952;Mun. XII;Albergo;14;4;0;0;0;0;18;22;;
GRAND HOTEL VIA VENETO;5 Stelle;VIA VITTORIO VENETO, 155;Mun. I;Albergo;32;89;0;0;0;0;121;210;;
HAMPTON BY HILTON ROME EAST HOTEL;3 Stelle;VIALE MARISA BELLISARIO, 300;Mun. V;Albergo;0;148;0;0;0;0;148;296;;
IBIS STYLE ROMA EUR   / HOTEL;4 Stelle;VIALE EGEO, 133;Mun. IX;Albergo;0;164;19;8;0;0;191;417;;
HOTEL MAX;3 Stelle;VIA GIOBERTI, 30;Mun. I;Albergo;5;10;0;0;0;0;15;25;0;0
ALBERGO FARINI;1 Stella;VIA FARINI, 52;Mun. I;Albergo;3;3;1;0;0;0;7;12;;
HOTEL LA SCALETTA;3 Stelle;LUNGOMARE PAOLO TOSCANELLI, 130;Mun. X;Albergo;3;11;6;1;0;0;21;47;;
EXCEL ROMA MONTEMARIO;4 Stelle;VIA DEGLI SCOLOPI, 31;Mun. XIV;Albergo;35;63;9;4;0;0;111;204;;
HOTEL ALBA;4 Stelle;VIALE DI TORRE MAURA, 81;Mun. VI;Albergo;16;17;31;0;0;0;64;143;;
"albergo ""RELAIS PATRIZI""";3 Stelle;VIA DI VILLA PATRIZI, 20;Mun. II;Albergo;19;3;0;0;0;0;22;25;;
spring house;4 Stelle;VIA MOCENIGO, 7;Mun. I;Albergo;5;66;5;0;0;0;76;152;0;0
Domus Colosseo Hotel;3 Stelle;VIA MARCO AURELIO, 37/A;Mun. I;Albergo;1;8;1;1;0;0;11;24;;
HOTEL FIDENE;1 Stella;VIA SALARIA, 1181;Mun. III;Albergo;6;6;2;0;0;0;14;24;;
HOTEL VILON;5 Stelle;VIA DELL'ARANCIO, 68;Mun. I;Albergo;0;14;4;0;0;0;18;40;0;0
OTIVM  HOTEL;4 Stelle;VIA D'ARACOELI, 11/A;Mun. I;Albergo;1;12;0;0;0;0;13;25;;
HOTEL LOCARNO;5 Stelle;VIA DELLA PENNA, 22;Mun. I;Albergo;0;44;0;0;0;0;44;88;;
H10 ROMA CITTA';4 Stelle;VIA AMEDEO AVOGADRO, 35;Mun. XI;Albergo;0;181;0;0;0;0;181;362;0;0
HOTEL CARAVITA;3 Stelle;VIA DEL CARAVITA, 5;Mun. I;Albergo;0;12;0;0;0;0;12;24;;
HOTEL SHASA;3 Stelle;VIA PADRE LINO DA PARMA, 11;Mun. IV;Albergo;3;11;0;0;0;0;14;25;;
STARHOTELS MICHELANGELO;4 Stelle;VIA DELLA STAZIONE DI S. PIETRO, 14;Mun. XIII;Albergo;24;155;0;0;0;0;179;334;;
DEM HOTEL;2 Stelle;VIA VENEZIA, 15;Mun. I;Albergo;3;5;0;0;0;0;8;13;;
ALBERGO DELLE REGIONI;3 Stelle;VIA ZUCCHELLI, 1/C;Mun. I;Albergo;1;10;0;0;0;0;11;21;;
HOTEL LIDO;2 Stelle;LUNGOMARE PAOLO TOSCANELLI, 78;Mun. X;Albergo;16;12;0;0;0;0;28;40;0;0
HOTEL BEVERLY HILLS;4 Stelle;LARGO BENEDETTO MARCELLO, 220;Mun. II;Albergo;18;160;4;1;0;0;183;354;;
STARHOTELS METROPOLE;4 Stelle;VIA PRINCIPE AMEDEO, 3;Mun. I;Albergo;0;217;19;0;0;0;236;491;;
HOTEL JONICO;3 Stelle;VIA SILICELLA, 41;Mun. VI;Albergo;5;41;5;0;0;0;51;102;;
ATH GREEN PARK HOTEL PAMPHILI;4 Stelle;LARGO LORENZO MOSSA, 4;Mun. XIII;Albergo;3;30;101;21;1;0;156;455;;
PANTHEON;4 Stelle;VIA DEI PASTINI, 131;Mun. I;Albergo;2;6;2;2;0;0;12;28;;
MARRIOTT GRAND HOTEL FLORA ROME;4 Stelle;VIA VITTORIO VENETO, 191;Mun. I;Albergo;13;104;17;22;0;0;156;360;;
HOTEL APOLLO;3 Stelle;VIA DEI SERPENTI, 109;Mun. I;Albergo;5;13;6;0;0;0;24;49;;
BLACK HOTEL;4 Stelle;VIA RAFFAELLO SARDIELLO, 18;Mun. XIII;Albergo;0;53;2;0;0;0;55;112;;
BABUINO 181;3 Stelle;VIA DEL BABUINO, 181;Mun. I;Albergo;3;11;0;0;0;0;14;25;;
HOTEL AZZURRA;2 Stelle;VIA DEL BOCCACCIO, 25;Mun. I;Albergo;3;3;3;1;0;0;10;22;;
berg luxury hotel;4 Stelle;VIA AURORA, 29;Mun. I;Albergo;3;26;2;0;0;0;31;61;;
HOTEL 87 EIGHTYSEVEN;4 Stelle;VIA DEL TRITONE, 87;Mun. I;Albergo;6;5;1;0;0;0;12;19;;
MOTEL BOOMERANG;3 Stelle;VIA DEGLI ARLOTTI, 20;Mun. XII;Albergo;11;11;38;0;0;0;60;147;;
PARRASIO HOTEL;3 Stelle;SALITA DEL BOSCO PARRASIO, 5;Mun. I;Albergo;0;7;0;0;0;0;7;14;;
THE SHIRE HOTEL;3 Stelle;VIA VITTORIO VENETO, 146;Mun. I;Albergo;2;7;0;0;0;0;9;16;1;16
THE LIBERTY BOUTIQUE HOTEL;4 Stelle;VIA PALESTRO, 64;Mun. I;Albergo;25;0;0;0;0;0;25;25;;
HOTEL MARTIUS;1 Stella;VIA DEGLI UFFICI DEL VICARIO, 49;Mun. I;Albergo;0;8;0;0;0;0;8;16;;
HOTEL STENDHAL - DIPENDENZA;4 Stelle;VIA SISTINA, 4;Mun. I;Dipendenza alberghiera;0;9;1;0;0;0;10;21;0;0
DIPENDENZA HOTEL COSMOPOLITA;4 Stelle;VIA QUATTRO NOVEMBRE, 114;Mun. I;Dipendenza alberghiera;;7;;;;;7;14;0;0
THE CLUB ACCADEMIA;3 Stelle;VIA DELLA STAMPERIA, 69;Mun. I;Dipendenza alberghiera;;12;;;;;12;24;0;0
DEPANDANCE DEI MODELLI 62;3 Stelle;VICOLO DEI MODELLI, 62;Mun. I;Dipendenza alberghiera;;1;;;;;1;2;0;0
DEPANDANCE DEI LUCCHESI 29;3 Stelle;VIA DEI LUCCHESI, 29;Mun. I;Dipendenza alberghiera;;1;1;;;;2;5;0;0
DIPENDENZA HOTEL ALTAVILLA;2 Stelle;VIA PRINCIPE AMEDEO, 9;Mun. I;Dipendenza alberghiera;0;4;3;0;0;0;7;21;0;0
BELLAVISTA DIPENDENZA;3 Stelle;PIAZZALE MAGELLANO, 15;Mun. X;Dipendenza alberghiera;5;6;0;0;0;0;11;17;0;0
BLED DIPENDENZA;3 Stelle;VIA DI S. CROCE IN GERUSALEMME, 42;Mun. I;Dipendenza alberghiera;0;8;2;0;0;0;10;22;0;0
DES ARTISTES DEPENDANCE MYHOTEL;3 Stelle;VIA VILLAFRANCA, 8;Mun. I;Dipendenza alberghiera;5;10;0;0;0;0;15;25;0;0
EUROM DIPENDENZA;3 Stelle;VIA GIOVANNI GUTENBERG, 39;Mun. IX;Dipendenza alberghiera;6;8;0;0;0;0;14;22;0;0
DIPENDENZA MECENATE PALACE HOTEL;3 Stelle;VIA CARLO ALBERTO, 13;Mun. I;Dipendenza alberghiera;0;7;1;2;0;0;10;25;0;0
DIPENDENZA ALBERGO SMERALDO;2 Stelle;VIA DEI CHIAVARI, 32;Mun. I;Dipendenza alberghiera;3;10;1;1;0;0;15;30;0;0
DEPANDANCE BABUCCIO 35;3 Stelle;VICOLO DEL BABUCCIO, 35;Mun. I;Dipendenza alberghiera;;1;;;;;1;2;0;0
DIPENDENZA ALBERGO MOZART-VIVALDI LUXURY ROOMS;3 Stelle;VIA DEL CORSO, 75;Mun. I;Dipendenza alberghiera;0;5;4;0;0;0;9;22;0;0
ARS HOTEL DEPENDANCE;4 Stelle;VIALE CARNARO, 3;Mun. III;Dipendenza alberghiera;2;9;0;0;0;0;11;20;0;0
YES HOTEL DEPENDANCE;3 Stelle;VIA MAGENTA, 19;Mun. I;Dipendenza alberghiera;3;4;0;0;0;0;7;11;0;0
DIPENDENZA HOTEL CASSIA;3 Stelle;VIA CASSIA, 1730;Mun. XV;Dipendenza alberghiera;11;3;0;0;0;0;14;17;0;0
G55 DESIGN HOTEL;1 Stella;VIA DEL GESU', 55;Mun. I;Albergo;0;4;2;1;0;0;7;18;;
HOTEL CASTELFIDARDO;1 Stella;VIA CASTELFIDARDO, 31;Mun. I;Albergo;7;6;2;0;0;0;15;25;;
HOTEL THE H'ALL TAILOR SUITE;5 Stelle;VIA GIUSEPPE PISANELLI, 23;Mun. II;Albergo;0;11;3;0;0;0;14;31;;
HOTEL MONTREAL;3 Stelle;VIA CARLO ALBERTO, 4;Mun. I;Albergo;0;16;6;0;0;0;22;50;0;0
HOTEL SANTA PRISCA;2 Stelle;LARGO MANLIO GELSOMINI, 25;Mun. I;Albergo;9;40;0;0;0;0;49;89;;
HOTEL PING PONG;3 Stelle;LUNGOMARE PAOLO TOSCANELLI, 84;Mun. X;Albergo;12;18;0;0;0;0;30;48;;
ALBERGO  NUOVA MONACO;1 Stella;VIA FLAVIA, 84;Mun. I;Albergo;1;4;4;0;0;0;9;21;;
DUCALE;2 Stelle;VIA ACHILLE GRANDI, 2;Mun. I;Albergo;3;4;0;0;0;0;7;11;0;0
hotel positano new;2 Stelle;VIA PALESTRO, 49;Mun. I;Albergo;4;4;2;0;0;0;10;18;;
FERRARI;2 Stelle;VIA GIOVANNI AMENDOLA, 95;Mun. I;Albergo;3;1;9;3;0;0;16;44;;
HOTEL THE BRAND;4 Stelle;VIA DEGLI ALDOBRANDESCHI, 295;Mun. XII;Albergo;0;79;0;5;0;0;84;178;;
HOTEL MARYELEN;1 Stella;VIA PRINCIPE AMEDEO, 85/A;Mun. I;Albergo;2;7;0;0;0;0;9;16;0;0
THE B PLACE HOTEL;3 Stelle;VIA DEGLI SCIPIONI, 239;Mun. I;Albergo;0;8;1;0;0;0;9;19;;
HOTEL IL VILLINO;3 Stelle;VIA NICOLO' TOMMASEO, 4;Mun. XII;Albergo;1;9;0;0;0;0;10;19;;
HOTEL MARYELEN 2;2 Stelle;VIA PRINCIPE AMEDEO, 87/B;Mun. I;Albergo;2;5;0;0;0;0;7;12;;
NOVA DOMUS HOTEL;1 Stella;VIA GIROLAMO SAVONAROLA, 38;Mun. I;Albergo;19;35;1;2;0;0;57;100;;
HOTEL BRIGHT;3 Stelle;VIA PRENESTINA, 940/E;Mun. V;Albergo;14;28;0;0;0;0;42;70;;
hotelOKAPI;1 Stella;VIA DELLA PENNA, 57;Mun. I;Albergo;18;1;1;0;0;0;20;23;;
GRAND HOTEL PALACE;5 Stelle;VIA VITTORIO VENETO, 70;Mun. I;Albergo;4;80;0;0;0;0;84;164;3;6
THE TRIBUNE HOTEL;4 Stelle;VIA CAMPANIA, 45;Mun. I;Albergo;0;31;20;0;1;0;52;127;;
HOTEL GIULIETTA E ROMEO;3 Stelle;VIA ERACLITO DI EFESO, 23;Mun. X;Albergo;2;13;5;1;0;0;21;47;;
LUDOVISI PALACE;4 Stelle;VIA LUDOVISI, 43;Mun. I;Albergo;5;44;1;5;0;0;55;116;;
THE K BOUTIQUE HOTEL;4 Stelle;LARGO VISCONTI VENOSTA, 228/A;Mun. I;Albergo;0;28;28;6;0;0;62;164;;
HOTEL SEILER;2 Stelle;VIA FIRENZE, 48;Mun. I;Albergo;9;13;7;1;0;0;30;60;;
HOTEL BELVEDERE;3 Stelle;PIAZZA DEI RAVENNATI, 4;Mun. X;Albergo;33;21;1;0;0;0;55;78;;
HOTEL VENUSTAS;3 Stelle;VIA VITTORIA COLONNA, 27;Mun. I;Albergo;2;7;3;0;0;0;12;25;;
HOTEL DOMUS PRAETORIA;1 Stella;VIA MILAZZO, 42;Mun. I;Albergo;3;6;3;0;0;0;12;24;;
Tex Hotel;3 Stelle;VIA GIOVANNI AMENDOLA, 97;Mun. I;Albergo;9;20;8;2;0;0;39;81;0;0
Hotel Arcadia;3 Stelle;VIA DI CAMPO ROMANO, 75;Mun. VII;Albergo;0;43;7;0;0;0;50;107;;
PALM GALLERY HOTEL;3 Stelle;VIA DELLE ALPI, 15/D;Mun. II;Albergo;0;7;2;0;0;0;9;20;;
HOTEL CENTRO CAVOUR;3 Stelle;VIA CAVOUR, 237;Mun. I;Albergo;4;9;0;0;0;0;13;22;;
BOSCOLO EXEDRA ROMA;5 Stelle;PIAZZA DELLA REPUBBLICA, 48;Mun. I;Albergo;10;213;18;0;0;0;241;490;;
OLY HOTEL;4 Stelle;VIA DEL SANTUARIO REGINA DEGLI APOSTOLI, 36;Mun. VIII;Albergo;8;95;0;0;0;0;103;198;;
HOTEL PATRIA;3 Stelle;VIA TORINO, 36;Mun. I;Albergo;14;30;7;1;0;0;52;99;0;0
FRANKLIN;3 Stelle;VIA RODI, 29;Mun. I;Albergo;4;18;0;0;0;0;22;40;;
MASSIMO D'AZEGLIO;4 Stelle;VIA CAVOUR, 18;Mun. I;Albergo;59;109;30;5;0;0;203;387;;
Hotel Giotto;3 Stelle;VIA CARDINAL PASSIONEI, 35;Mun. XIII;Albergo;18;49;9;0;0;0;76;143;;
hotel Piazza Venezia;3 Stelle;VIA CESARE BATTISTI, 133;Mun. I;Albergo;0;14;5;0;0;0;19;43;;
HOTEL VILLAFRANCA;4 Stelle;VIA VILLAFRANCA, 9;Mun. I;Albergo;7;85;7;0;0;0;99;198;;
OSTIA ANTICA PARK HOTEL;3 Stelle;VIALE DEI ROMAGNOLI, 1041/A;Mun. X;Albergo;15;63;1;1;0;0;80;148;;
HOTEL GIOLLI NAZIONALE;3 Stelle;VIA NAZIONALE, 69;Mun. I;Albergo;13;43;2;1;1;0;60;114;;
HOTEL    CHICAGO;2 Stelle;VIA GIOBERTI, 63;Mun. I;Albergo;1;8;0;0;0;0;9;17;;
NAVONA ESSENCE HOTEL;3 Stelle;VIA DEI CAPPELLARI, 24;Mun. I;Albergo;0;6;1;0;0;0;7;15;;
TWENTY ONE ART HOTEL;4 Stelle;VIA COLA DI RIENZO, 21/A;Mun. I;Albergo;29;57;4;3;0;0;93;167;;
Bellavista;3 Stelle;PIAZZALE MAGELLANO, 16;Mun. X;Albergo;2;11;0;0;0;0;13;24;0;0
HOTEL PRISCILLA;3 Stelle;VIA CALABRIA, 17;Mun. I;Albergo;9;16;11;0;0;0;36;74;;
HOTEL NEW CATHRINE;1 Stella;VIA VOLTURNO, 27;Mun. I;Albergo;4;4;0;0;0;0;8;12;0;0
9 HOTEL CESARI;3 Stelle;VIA DI PIETRA, 89/A;Mun. I;Albergo;6;37;5;0;0;0;48;95;;
Hotel Fiamma;3 Stelle;VIA GAETA, 61;Mun. I;Albergo;22;49;8;0;0;0;79;144;0;0
HOTEL POGGIOVERDE;3 Stelle;VIA POGGIO VERDE, 31;Mun. XI;Albergo;2;26;9;2;0;0;39;89;;
HOTEL ROMULUS;3 Stelle;VIA SALARIA, 1069;Mun. III;Albergo;2;36;34;0;0;0;72;176;;
LA GRIFFE;5 Stelle;VIA NAZIONALE, 13;Mun. I;Albergo;0;114;9;0;0;0;123;255;;
HOTEL BALTICO;2 Stelle;VIA VENTI SETTEMBRE, 89;Mun. I;Albergo;2;10;1;0;0;0;13;25;;
Giorgi;3 Stelle;VIA MAGENTA, 13;Mun. I;Albergo;3;7;1;2;0;0;13;28;;
HOTEL ASTORIA GARDEN;3 Stelle;VIA VITTORIO BACHELET, 8;Mun. I;Albergo;5;22;4;2;0;0;33;69;;
HOTEL MERCURE DELTA COLOSSEO;4 Stelle;VIA LABICANA, 144;Mun. I;Albergo;28;98;35;0;0;0;161;329;;
Hotel Domus Aurelia;2 Stelle;VIA AURELIA, 218;Mun. XIII;Albergo;21;29;3;0;0;0;53;88;;
HOTEL DEGLI OCEANI;4 Stelle;VIALE ALGERIA, 141;Mun. IX;Albergo;6;106;16;2;0;0;130;274;;
HOTEL RELAIS DEI PAPI;3 Stelle;VIA DEI GRACCHI, 161;Mun. I;Albergo;1;13;0;0;0;0;14;27;;
HOTEL VILLA ROSA;3 Stelle;VIA GIOVANNI PRATI, 1;Mun. XII;Albergo;17;20;15;1;0;0;53;106;;
ALEPH ROME HOTEL - A CURIO COLLECTION BY HILTON;5 Stelle;VIA DI S. BASILIO, 15;Mun. I;Albergo;14;74;0;0;0;0;88;162;;
HOTEL SAN BERNARDO;4 Stelle;VIA LAURENTINA, 289;Mun. IX;Albergo;4;32;2;0;0;0;38;74;;
ROUGE ET NOIR;4 Stelle;VIA COSIMO DE GIORGI, 8;Mun. IV;Albergo;18;17;172;0;0;0;207;568;;
ESPOSIZIONE PALACE HOTEL;1 Stella;VIA NAZIONALE, 66;Mun. I;Albergo;1;6;2;0;0;0;9;19;;
HOTEL NOTO;3 Stelle;VIA CALATAFIMI, 10/B;Mun. I;Albergo;67;63;0;0;0;0;130;193;;
HOTEL PARKER;3 Stelle;VIA GIOVANNI GIOLITTI, 431;Mun. I;Albergo;2;21;6;0;0;0;29;62;;
Hotel Corot;3 Stelle;VIA MARGHERA, 13;Mun. I;Albergo;4;12;10;2;0;0;28;66;;
FLOWER GARDEN HOTEL;3 Stelle;VIA DEL VIMINALE, 7;Mun. I;Albergo;3;19;4;1;1;0;28;62;;
IBIS STYLES ROMA ART HOTEL NOBA;3 Stelle;VIA NOMENTANA, 543;Mun. III;Albergo;24;39;9;0;0;0;72;129;;
OCCIDENTAL AURELIA HOTEL;4 Stelle;VIA DI TORRE ROSSA, 80;Mun. XIII;Albergo;16;55;13;0;0;0;84;165;;
ALBERGO *DEMETRA HOTEL*;4 Stelle;VIA DEL VIMINALE, 8;Mun. I;Albergo;4;16;8;0;0;0;28;60;;
NH VILLA CARPEGNA;4 Stelle;VIA PIO IV, 6;Mun. XIII;Albergo;3;198;0;0;0;0;201;399;;
HOTEL EDEN;5 Stelle;VIA LUDOVISI, 49;Mun. I;Albergo;27;53;18;0;0;0;98;187;;
URBAN GARDEN HOTEL;3 Stelle;VIA DI REBIBBIA, 18;Mun. IV;Albergo;2;23;0;0;0;0;25;48;;
ARISTON;4 Stelle;VIA FILIPPO TURATI, 16;Mun. I;Albergo;10;60;11;1;0;0;82;167;;
VILLA GRAZIOLI;4 Stelle;VIA SALARIA, 241;Mun. II;Albergo;15;15;0;0;0;0;30;45;;
HOTEL PORTAMAGGIORE;3 Stelle;PIAZZA DI PORTA MAGGIORE, 25;Mun. I;Albergo;42;159;7;2;0;0;210;389;;
HOTEL PALAZZO DAMA;5 Stelle;LUNGOTEVERE ARNALDO DA BRESCIA, 2;Mun. I;Albergo;1;28;0;0;0;0;29;57;;
HOTEL FERRARO;2 Stelle;VIA CAVOUR, 266;Mun. I;Albergo;4;4;2;0;0;0;10;18;;
HOTEL AUDITORIUM DI MECENATE;1 Stella;VIA DELLO STATUTO, 44;Mun. I;Albergo;1;8;1;0;0;0;10;20;;
THE FIFTEEN KEYS HOTEL;4 Stelle;VIA URBANA, 6;Mun. I;Albergo;5;10;0;0;0;0;15;25;;
HOTEL MONTI FIRST;1 Stella;VIA DELLA CONSULTA, 1/B;Mun. I;Albergo;1;6;0;0;0;0;7;13;0;0
HOTEL ROME PISANA;4 Stelle;VIA DELLA PISANA, 374;Mun. XII;Albergo;26;186;17;0;0;0;229;449;;
HOTEL ALBA GARDEN;1 Stella;VIA CONTE VERDE, 4;Mun. I;Albergo;2;4;1;0;0;0;7;13;;
DUCA D'ALBA;4 Stelle;VIA LEONINA, 14;Mun. I;Albergo;5;18;6;2;0;0;31;67;0;0
HOTEL SAVOY;4 Stelle;VIA LUDOVISI, 15;Mun. I;Albergo;17;104;5;0;0;0;126;240;;
HOTEL PICCADILLY;3 Stelle;VIA MAGNAGRECIA, 122;Mun. VII;Albergo;19;34;2;0;0;0;55;93;;
ALBERGO *SCOTT HOUSE*;3 Stelle;VIA GIOBERTI, 30;Mun. I;Albergo;6;3;24;1;0;0;34;88;;
HOTEL ASTRID;3 Stelle;LARGO ANTONIO SARTI, 4;Mun. II;Albergo;20;24;7;0;0;0;51;89;;
